no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income_ratio,total_assets,loan_to_asset_ratio,monthly_income,monthly_payment,payment_to_income_ratio
1,1,0,8000000,30900000,2,315,1200000,19500000,7300000,0,3.8624995171875605,28000000,1.1035713891581647,666666.6666666666,15450000.0,23.174965237552144
4,1,0,8600000,20900000,10,867,7200000,23700000,9900000,0,2.4302322755543866,40800000,0.5122548894055174,716666.6666666666,2090000.0,2.916275000546511
3,1,1,7500000,26000000,2,342,1900000,26900000,11200000,0,3.4666662044445062,40000000,0.6499999837500005,625000.0,13000000.0,20.79996672005325
5,1,1,5200000,11800000,18,711,5100000,15500000,4500000,0,2.2692303328403205,25100000,0.4701195031824899,433333.3333333333,655555.5555555555,1.5128170217043089
2,1,0,7900000,20900000,2,723,1800000,16300000,7100000,0,2.6455692853709767,25200000,0.829365046453768,658333.3333333334,10450000.0,15.873393610035022
1,0,1,4200000,11300000,4,704,2800000,14900000,4000000,0,2.6904755498867736,21700000,0.5207373031918293,350000.0,2825000.0,8.07140551026997
0,0,0,6500000,20200000,16,842,12200000,14300000,9600000,0,3.1076918295858724,36100000,0.5595567712034135,541666.6666666666,1262500.0,2.330764927818595
0,0,1,7400000,15200000,12,600,8500000,18800000,4100000,0,2.0540537764792193,31400000,0.48407641770457266,616666.6666666666,1266666.6666666667,2.05405072316099
3,1,0,9100000,25600000,12,688,16300000,27900000,11100000,0,2.813186504045439,55300000,0.46292946721646533,758333.3333333334,2133333.3333333335,2.8131831034948087
0,1,0,800000,2300000,16,739,600000,2000000,400000,0,2.874996406254492,3000000,0.7666664111111963,66666.66666666667,143750.0,2.1562176567351488
1,0,1,800000,2800000,10,798,1300000,2500000,400000,0,3.499995625005469,4200000,0.6666665079365457,66666.66666666667,280000.0,4.199937000944986
5,0,1,4100000,9900000,4,319,7400000,12000000,5500000,1,2.4146335574064492,24900000,0.39759034547829936,341666.6666666667,2475000.0,7.243881237420768
5,0,1,4200000,8700000,6,583,800000,8500000,2500000,0,2.07142807823141,11800000,0.7372880731111803,350000.0,1450000.0,4.142845306156268
3,0,1,4800000,11500000,12,535,8000000,15600000,5400000,1,2.3958328342014927,29000000,0.3965517104637341,400000.0,958333.3333333334,2.395827343764974
3,1,1,8300000,25900000,8,696,12200000,23500000,7100000,0,3.1204815517492106,42800000,0.6051401727770988,691666.6666666666,3237500.0,4.680716124265845
4,1,0,7600000,23900000,8,672,1600000,20200000,6700000,0,3.1447364283241543,28500000,0.8385964618036329,633333.3333333334,2987500.0,4.717097815108713
4,0,0,5100000,12300000,20,410,9200000,18700000,5600000,1,2.411764232987405,33500000,0.3671641681443532,425000.0,615000.0,1.4470554186931326
5,0,0,3600000,11600000,14,546,300000,12000000,4800000,1,3.2222213271607423,17100000,0.6783625334290916,300000.0,828571.4285714285,2.7618955555862432
3,1,1,5400000,16800000,16,550,6400000,13400000,7000000,0,3.1111105349795305,26800000,0.6268656482512818,450000.0,1050000.0,2.3333281481596706
5,1,0,700000,1400000,4,344,800000,2600000,300000,1,1.9999971428612244,3700000,0.37837827611397945,58333.333333333336,350000.0,5.999897144620378
2,1,1,9800000,38200000,10,743,14800000,24300000,5300000,0,3.897958785922573,44400000,0.8603603409828752,816666.6666666666,3820000.0,4.677545292801683
4,0,0,9700000,36400000,4,772,11300000,38100000,13500000,0,3.7525769327240277,62900000,0.5786963342019661,808333.3333333334,9100000.0,11.257718031689032
0,0,1,9400000,29900000,12,302,1500000,35700000,8200000,1,3.1808507254414122,45400000,0.6585902938636499,783333.3333333334,2491666.6666666665,3.1808470031740383
3,0,1,3200000,9100000,18,376,800000,9000000,1700000,1,2.843749111328403,11500000,0.7913042790170192,266666.6666666667,505555.55555555556,1.8958262239849932
0,0,1,3700000,11600000,10,747,4500000,9000000,3500000,0,3.135134287801544,17000000,0.6823529010380647,308333.3333333333,1160000.0,3.762149960594723
2,0,1,4200000,15800000,6,710,3700000,12600000,4600000,0,3.7619038662133653,20900000,0.7559808250726878,350000.0,2633333.3333333335,7.523788027272303
2,1,0,7000000,24200000,6,892,500000,21400000,9200000,0,3.4571423632653766,31100000,0.7781350232110925,583333.3333333334,4033333.3333333335,6.914273861244809
3,1,0,3200000,11500000,16,492,2300000,10400000,3200000,1,3.593748876953476,15900000,0.7232703947628683,266666.6666666667,718750.0,2.6953023926160276
5,0,0,7900000,17700000,2,559,2800000,28900000,5400000,0,2.2405060455055636,37100000,0.47708893592752194,658333.3333333334,8850000.0,13.443017554910043
3,1,0,2200000,8300000,18,314,900000,5800000,2000000,1,3.772725557852019,8700000,0.954022878847945,183333.33333333334,461111.1111111111,2.515137796218081
0,0,1,2700000,8400000,6,744,4100000,7500000,2000000,0,3.1111099588481634,13600000,0.6176470134083079,225000.0,1400000.0,6.222194568024142
5,1,0,6800000,18000000,12,690,11800000,25000000,9300000,0,2.6470584342561128,46100000,0.3904555229836112,566666.6666666666,1500000.0,2.6470541522573785
3,0,1,6300000,23300000,4,347,12200000,21100000,8100000,0,3.6984121113631567,41400000,0.5628019187729005,525000.0,5825000.0,11.095216961491502
5,0,1,9000000,31400000,2,677,10800000,20700000,8700000,0,3.488888501234611,40200000,0.7810945079329724,750000.0,15700000.0,20.933305422259437
1,0,0,4700000,15700000,4,468,5100000,16200000,3600000,0,3.3404248211862084,24900000,0.6305220630312425,391666.6666666667,3925000.0,10.02125100957189
2,1,0,8100000,17500000,4,674,12700000,23200000,9300000,0,2.1604935604328936,45200000,0.38716813302725367,675000.0,4375000.0,6.481471879300919
2,1,0,9000000,27300000,14,353,4400000,26900000,7200000,1,3.0333329962963336,38500000,0.7090908906729638,750000.0,1950000.0,2.5999965333379556
4,1,0,3800000,14100000,8,727,4900000,8200000,5400000,0,3.710525339335437,18500000,0.7621621209642097,316666.6666666667,1762500.0,5.565771897562429
4,1,1,8800000,22200000,10,512,4000000,31900000,9900000,1,2.5227269860537516,45800000,0.4847161466219182,733333.3333333334,2220000.0,3.0272685991791826
3,1,1,8700000,27200000,18,454,9300000,30900000,12000000,1,3.126436422248687,52200000,0.5210727869526286,725000.0,1511111.111111111,2.084288312859032
5,1,0,5000000,12400000,14,315,8600000,17000000,4000000,1,2.4799995040000993,29600000,0.4189189047662532,416666.6666666667,885714.2857142857,2.1257091840122437
0,1,1,6000000,22700000,10,480,11900000,13700000,8700000,1,3.7833327027778827,34300000,0.6618075608802461,500000.0,2270000.0,4.53999092001816
2,0,1,9100000,24200000,16,685,1900000,31100000,9100000,0,2.6593403671054543,42100000,0.5748218390778661,758333.3333333334,1512500.0,1.994502864391827
1,0,0,7400000,17900000,6,460,1300000,25900000,5000000,1,2.418918592038028,32200000,0.5559006038540185,616666.6666666666,2983333.3333333335,4.83782999270812
1,1,1,8300000,28400000,16,704,11700000,16900000,11400000,0,3.4216863347365862,40000000,0.7099999822500005,691666.6666666666,1775000.0,2.5662613499835905
1,0,1,7600000,23900000,12,692,12200000,27000000,5000000,0,3.1447364283241543,44200000,0.5407239696668785,633333.3333333334,1991666.6666666667,3.144731876739142
1,1,1,3500000,9600000,4,398,6000000,7900000,4600000,1,2.7428563591838975,18500000,0.5189188908692491,291666.6666666667,2400000.0,8.228543216423258
5,0,1,1000000,3500000,18,882,500000,2900000,600000,0,3.4999965000035,4000000,0.8749997812500547,83333.33333333333,194444.44444444444,2.3333053336693292
5,0,1,9900000,25900000,4,860,200000,38000000,5400000,0,2.616161351902894,43600000,0.5940366836230119,825000.0,6475000.0,7.848475335181412
2,0,1,5700000,15100000,18,330,3800000,16600000,6200000,1,2.649122342259238,26600000,0.5676691515913853,475000.0,838888.8888888889,1.7660781532857592
5,0,0,700000,2400000,16,447,700000,2600000,800000,1,3.428566530619242,4100000,0.585365710886412,58333.333333333336,150000.0,2.5713844905515906
0,1,1,9600000,23800000,12,788,14400000,21200000,10400000,0,2.479166408420166,46000000,0.5173912931001893,800000.0,1983333.3333333333,2.479163567712207
1,1,0,9300000,28900000,6,526,1600000,19700000,11000000,1,3.1075265475777907,32300000,0.894736814404433,775000.0,4816666.666666667,6.215045744026997
0,0,0,9500000,28400000,18,577,10300000,30200000,14100000,0,2.989473369529119,54600000,0.5201465106200273,791666.6666666666,1577777.7777777778,1.9929799386920073
4,0,1,8700000,23400000,16,372,11700000,20000000,8000000,1,2.689654863258062,39700000,0.5894206400649713,725000.0,1462500.0,2.01723859691228
5,0,1,7300000,21000000,14,759,8000000,20300000,10800000,0,2.876711934696995,39100000,0.5370843852408086,608333.3333333334,1500000.0,2.465749371370896
3,0,1,4100000,12700000,10,465,1900000,14100000,3200000,1,3.097560220107263,19200000,0.6614582988823803,341666.6666666667,1270000.0,3.717062291525
2,0,0,2900000,10200000,4,789,4100000,6100000,3600000,0,3.517240166468908,13800000,0.7391303812224361,241666.66666666666,2550000.0,10.551680475804929
3,0,1,7500000,17900000,2,680,11800000,25000000,6300000,0,2.386666348444487,43100000,0.41531321542196714,625000.0,8950000.0,14.319977088036659
1,0,0,7900000,25700000,20,681,3000000,18100000,8800000,0,3.2531641451690954,29900000,0.8595317438283697,658333.3333333334,1285000.0,1.9518957692722492
1,0,1,6900000,22300000,16,673,100000,21300000,9000000,0,3.2318835895820883,30400000,0.7335526074489274,575000.0,1393750.0,2.423908827984647
0,1,0,6900000,22900000,10,313,9300000,26200000,8000000,1,3.3188400987188262,43500000,0.5264367695072008,575000.0,2290000.0,3.982601769388227
0,1,0,4800000,18800000,16,551,9400000,17300000,5500000,0,3.9166658506946144,32200000,0.5838509135450027,400000.0,1175000.0,2.9374926562683594
5,0,1,7700000,24400000,8,453,7700000,22000000,10000000,1,3.1688307572947068,39700000,0.614609556307064,641666.6666666666,3050000.0,4.7532393456010205
3,1,0,6900000,22700000,4,650,13400000,15500000,6400000,0,3.289854595673247,35300000,0.6430594718680036,575000.0,5675000.0,9.869548052959908
1,1,0,1200000,4500000,4,439,1800000,2900000,1200000,0,3.749996875002604,5900000,0.7627117351336042,100000.0,1125000.0,11.249887501124988
1,0,0,2900000,9600000,4,658,4300000,7000000,2700000,0,3.310343686088384,14000000,0.6857142367346973,241666.66666666666,2400000.0,9.930993388992874
4,0,1,5500000,18900000,6,379,9100000,18500000,3100000,1,3.4363630115703616,30700000,0.6156351590998319,458333.3333333333,3150000.0,6.872712277718667
4,0,1,3200000,10700000,4,450,3000000,8200000,1800000,0,3.3437489550784516,13000000,0.8230768597633185,266666.6666666667,2675000.0,10.031212382953564
5,1,0,2600000,8200000,4,849,2000000,8900000,2700000,0,3.153844940828869,13600000,0.6029411321366814,216666.66666666666,2050000.0,9.461494793100956
0,0,0,500000,1600000,18,865,400000,1000000,200000,0,3.1999936000128,1600000,0.9999993750003906,41666.666666666664,88888.88888888889,2.133282134562104
0,0,0,1800000,6900000,10,853,400000,3700000,1700000,1,3.833331203704887,5800000,1.1896549673008676,150000.0,690000.0,4.599969333537777
0,1,0,1300000,4900000,12,555,1200000,4100000,1700000,0,3.7692278698247157,7000000,0.6999999000000143,108333.33333333333,408333.3333333333,3.769195976652523
1,1,0,9900000,20700000,20,821,8200000,38100000,11100000,0,2.090908879706174,57400000,0.3606271714176451,825000.0,1035000.0,1.2545439338861408
0,1,0,2000000,4700000,2,820,500000,7900000,1200000,0,2.3499988250005877,9600000,0.48958328233507475,166666.66666666666,2350000.0,14.099915400507598
1,1,0,5100000,15300000,4,721,6100000,15300000,5900000,0,2.999999411764821,27300000,0.5604395399106396,425000.0,3825000.0,8.999978823579239
4,0,1,8200000,24000000,20,831,3000000,24800000,5400000,0,2.926828911362328,33200000,0.7228915444912185,683333.3333333334,1200000.0,1.7560949910805008
5,1,0,4200000,12600000,18,571,3200000,11700000,6200000,0,2.999999285714456,21100000,0.5971563698030157,350000.0,700000.0,1.999994285730612
2,1,1,1300000,4900000,8,582,1800000,3400000,1700000,0,3.7692278698247157,6900000,0.710144824616692,108333.33333333333,612500.0,5.653793964978785
1,1,1,4600000,13600000,18,487,8500000,15500000,5400000,1,2.956521096408457,29400000,0.46258501827942117,383333.3333333333,755555.5555555555,1.9710093509900988
1,1,0,6600000,19700000,12,758,4400000,18800000,9500000,0,2.9848480325987827,32700000,0.6024464647569888,550000.0,1641666.6666666667,2.984843057861107
2,0,1,8300000,30100000,16,636,5100000,33100000,7200000,0,3.6265055871680016,45400000,0.6629955801102295,691666.6666666666,1881250.0,2.7198755857220447
0,0,0,6900000,20700000,16,857,13700000,14600000,8800000,0,2.9999995652174545,37100000,0.5579514674406613,575000.0,1293750.0,2.249996086963327
4,0,1,4700000,12500000,8,678,200000,9800000,7000000,0,2.6595739022183187,17000000,0.7352940743944663,391666.6666666667,1562500.0,3.9893515165493194
1,0,0,7900000,15800000,8,551,3500000,18700000,8300000,0,1.999999746835475,30500000,0.5180327699005649,658333.3333333334,1975000.0,2.9999954430448965
3,1,0,8800000,24900000,16,668,17200000,30000000,10500000,0,2.829545133006235,57700000,0.4315424535261273,733333.3333333334,1556250.0,2.122156197059731
1,0,0,6500000,23400000,2,672,10400000,16700000,7600000,0,3.5999994461539315,34700000,0.6743515655806466,541666.6666666666,11700000.0,21.599960123150545
3,1,0,3500000,13700000,4,439,2800000,13000000,4400000,0,3.9142845959186867,20200000,0.6782177882070402,291666.6666666667,3425000.0,11.74281688177069
2,1,1,8200000,19600000,16,636,2300000,28800000,10700000,0,2.3902436109459013,41800000,0.4688995103134088,683333.3333333334,1225000.0,1.7926803033946779
0,1,1,2000000,6000000,14,393,1400000,5900000,2900000,1,2.99999850000075,10200000,0.5882352364475258,166666.66666666666,428571.4285714286,2.571413142949714
5,1,0,2700000,8200000,2,848,1000000,6200000,1500000,0,3.037035912208921,8700000,0.9425286272955601,225000.0,4100000.0,18.222141234927843
0,0,1,5300000,17600000,4,790,10200000,19700000,7700000,0,3.3207540904237565,37600000,0.46808509393390707,441666.6666666667,4400000.0,9.96224159492469
2,1,0,9900000,19900000,6,312,2200000,31400000,11000000,1,2.0101008070605246,44600000,0.4461883308029522,825000.0,3316666.6666666665,4.020197147235781
2,1,1,5000000,19500000,14,775,4700000,9900000,6500000,0,3.899999220000156,21100000,0.9241705723141909,416666.6666666667,1392857.142857143,3.3428491200192547
2,1,0,9100000,18600000,20,403,11700000,20300000,9200000,1,2.0439558193455145,41200000,0.45145629972193446,758333.3333333334,930000.0,1.226372009179768
3,1,1,7600000,26400000,14,867,700000,27900000,7400000,0,3.473683753462664,36000000,0.7333333129629636,633333.3333333334,1885714.2857142857,2.977438907803228
0,0,0,5200000,17800000,18,558,5400000,13000000,3100000,0,3.423076264793026,21500000,0.8279069382368865,433333.3333333333,988888.8888888889,2.282046015791246
5,0,0,1800000,6000000,4,548,2400000,6500000,2600000,0,3.33333148148251,11500000,0.5217390850661665,150000.0,1500000.0,9.999933333777776
0,1,0,7300000,28200000,16,486,8800000,16400000,7700000,1,3.8630131694502508,32900000,0.8571428310898835,608333.3333333334,1762500.0,2.897255511360803
4,0,0,3200000,11600000,6,635,4600000,6500000,3900000,0,3.624998867187854,15000000,0.7733332817777813,266666.6666666667,1933333.3333333333,7.249972812601952
5,0,0,5200000,20700000,2,538,2000000,14600000,3600000,0,3.980768465236834,20200000,1.0247524245172066,433333.3333333333,10350000.0,23.884560266399387
4,1,0,7100000,28200000,14,496,10900000,27700000,4600000,1,3.971830426502757,43200000,0.6527777626671815,591666.6666666666,2014285.7142857143,3.40442080540548
4,0,1,1400000,4800000,6,411,300000,4400000,1600000,1,3.428568979593586,6300000,0.7619046409675173,116666.66666666667,800000.0,6.8570840821364385
4,1,0,2700000,10700000,6,857,4200000,8200000,2800000,0,3.9629614951994463,15200000,0.7039473221087288,225000.0,1783333.3333333333,7.925890699745038
5,0,1,6500000,18100000,10,360,10600000,20200000,6100000,1,2.7846149562130837,36900000,0.490514891855965,541666.6666666666,1810000.0,3.341532292555768
4,0,0,9300000,35900000,18,461,12700000,26200000,11400000,1,3.860214638686598,50300000,0.7137176796477599,775000.0,1994444.4444444445,2.5734733818981455
0,0,1,6700000,14900000,16,638,6900000,22300000,8100000,0,2.2238802650924976,37300000,0.39946379626102424,558333.3333333334,931250.0,1.6679074604642499
5,0,0,6800000,19300000,6,865,100000,22900000,9000000,0,2.8382348767301653,32000000,0.6031249811523444,566666.6666666666,3216666.6666666665,5.676460570951933
5,1,0,5600000,13600000,4,449,5700000,18800000,4300000,1,2.4285709948980365,28800000,0.47222220582561786,466666.6666666667,3400000.0,7.285698673502842
1,1,1,1900000,4700000,2,870,2300000,3900000,2300000,0,2.473682908587943,8500000,0.5529411114186927,158333.33333333334,2350000.0,14.84201152413774
5,1,0,8400000,19500000,6,815,2500000,24000000,7200000,0,2.3214282950680603,33700000,0.5786349976666173,700000.0,3250000.0,4.642850510213557
2,1,1,2500000,7200000,16,454,1000000,7100000,2100000,1,2.879998848000461,10200000,0.705882283737031,208333.33333333334,450000.0,2.1599896320497662
1,1,1,2900000,9900000,18,783,100000,11000000,2600000,0,3.413791926278646,13700000,0.722627684479731,241666.66666666666,550000.0,2.2758526516442004
3,0,1,3200000,7400000,2,543,4500000,11200000,4600000,1,2.3124992773439756,20300000,0.364532001747192,266666.6666666667,3700000.0,13.874947968945115
4,1,1,3000000,10900000,2,786,3300000,8000000,3200000,0,3.633332122222626,14500000,0.751724086087994,250000.0,5450000.0,21.7999128003488
3,0,1,800000,2500000,20,395,300000,1600000,500000,1,3.124996093754883,2400000,1.0416662326390698,66666.66666666667,125000.0,1.8749718754218685
2,1,1,400000,1300000,2,885,300000,1100000,500000,0,3.2499918750203123,1900000,0.6842101662051757,33333.333333333336,650000.0,19.499415017549474
2,1,0,4400000,10600000,20,488,2400000,13200000,4600000,1,2.4090903615703723,20200000,0.5247524492696807,366666.6666666667,530000.0,1.4454506033165364
2,1,1,8700000,19900000,10,829,10500000,20200000,8400000,0,2.287356058924591,39100000,0.5089513936329567,725000.0,1990000.0,2.7448238002430343
4,1,0,7400000,15400000,6,677,13500000,28900000,7400000,0,2.081080799853946,49800000,0.30923694158158754,616666.6666666666,2566666.6666666665,4.162155412720953
4,1,1,5700000,14400000,12,645,8600000,12900000,4700000,0,2.5263153462604655,26200000,0.5496182996328893,475000.0,1200000.0,2.5263104709253246
5,1,1,9700000,27600000,10,788,3100000,31800000,10600000,0,2.845360531406131,45500000,0.6065933932616837,808333.3333333334,2760000.0,3.4144287656551353
2,1,0,7000000,22400000,6,649,9900000,17800000,8900000,0,3.199999542857208,36600000,0.6120218412015891,583333.3333333334,3733333.3333333335,6.3999890285902366
2,1,0,8900000,23100000,4,519,500000,25200000,4700000,1,2.595505326347716,30400000,0.7598683960569607,741666.6666666666,5775000.0,7.786506355272331
3,0,1,3100000,11200000,14,772,5800000,8300000,2100000,0,3.612902060354174,16200000,0.6913579820149394,258333.33333333334,800000.0,3.0967622060817828
4,0,0,2200000,6100000,12,330,2900000,5000000,2200000,1,2.7727260123972672,10100000,0.6039603362415509,183333.33333333334,508333.3333333333,2.772712148842824
5,1,1,7100000,21500000,4,557,8000000,26400000,4000000,0,3.028168587581889,38400000,0.5598958187527131,591666.6666666666,5375000.0,9.084491688183062
4,0,1,8200000,19000000,6,334,6800000,28600000,10200000,1,2.3170728881618428,45600000,0.41666665752924,683333.3333333334,3166666.6666666665,4.6341395597957655
3,0,1,9800000,28400000,12,487,15400000,30800000,11100000,1,2.897958887963379,57300000,0.4956369896049391,816666.6666666666,2366666.6666666665,2.897955635156365
2,0,1,3900000,9700000,8,539,7600000,7900000,5100000,1,2.4871788494413205,20600000,0.4708737635498173,325000.0,1212500.0,3.7307577515146106
2,0,1,2200000,8100000,8,710,2900000,7300000,1000000,0,3.6818165082652237,11200000,0.7232142211415874,183333.33333333334,1012500.0,5.522697148924642
5,1,1,600000,1700000,20,879,100000,2300000,700000,0,2.8333286111189815,3100000,0.5483869198751872,50000.0,85000.0,1.6999660006799864
4,1,1,6900000,22000000,10,512,9100000,20600000,3900000,1,3.1884053350137194,33600000,0.6547618852749439,575000.0,2200000.0,3.8260803024690393
2,0,1,7400000,27300000,18,561,400000,27100000,9600000,0,3.6891886906501767,37100000,0.7358490367695677,616666.6666666666,1516666.6666666667,2.4594554711532903
3,1,1,4000000,11600000,6,539,2600000,12100000,4700000,1,2.899999275000181,19400000,0.5979381135083447,333333.3333333333,1933333.3333333333,5.7999826000522
3,1,1,700000,2000000,18,544,1300000,1500000,400000,1,2.857138775516035,3200000,0.624999804687561,58333.333333333336,111111.11111111111,1.9047292522604373
2,1,1,1900000,4600000,16,631,2700000,4500000,2700000,0,2.421051357341391,9900000,0.46464641771248305,158333.33333333334,287500.0,1.815778005612596
2,0,0,2200000,6800000,20,546,200000,4500000,2200000,1,3.090907685951052,6900000,0.9855071035496952,183333.33333333334,340000.0,1.8545353388981514
1,0,1,2000000,5600000,14,569,1100000,7900000,1600000,0,2.7999986000006998,10600000,0.5283018369526569,166666.66666666666,400000.0,2.3999856000863997
4,1,0,7400000,17900000,6,384,12300000,22400000,4700000,1,2.418918592038028,39400000,0.45431470928135254,616666.6666666666,2983333.3333333335,4.83782999270812
2,1,1,2300000,9000000,6,583,1300000,6900000,3400000,0,3.913041776938358,11600000,0.7758620020808619,191666.66666666666,1500000.0,7.82604612497674
5,1,1,4000000,15500000,12,517,600000,12100000,3500000,1,3.8749990312502423,16200000,0.956790064395675,333333.3333333333,1291666.6666666667,3.8749883750348753
3,0,1,1500000,5800000,18,420,1900000,4100000,1400000,1,3.8666640888906074,7400000,0.7837836778670706,125000.0,322222.22222222225,2.577757155720532
2,1,1,5200000,12900000,18,644,5000000,12000000,7500000,0,2.4807687536983165,24500000,0.5265305907538534,433333.3333333333,716666.6666666666,1.653842337286914
2,0,0,5400000,14500000,8,349,4800000,21100000,6600000,1,2.6851846879287615,32500000,0.4461538324260359,450000.0,1812500.0,4.027768827180384
3,0,0,7700000,25300000,18,662,11400000,19100000,9900000,0,3.2857138589982,40400000,0.6262376082614454,641666.6666666666,1405555.5555555555,2.1904727767523826
0,1,1,1900000,6400000,20,704,3400000,5300000,1900000,0,3.3684192797793266,10600000,0.6037735279458936,158333.33333333334,320000.0,2.0210398671166288
4,1,1,6400000,15500000,2,324,11100000,13900000,4500000,1,2.4218746215820905,29500000,0.5254237110025861,533333.3333333334,7750000.0,14.531222753957335
5,0,0,700000,1700000,18,757,200000,2100000,600000,0,2.4285679591886296,2900000,0.5862066944114847,58333.333333333336,94444.44444444444,1.6190198644213716
3,0,1,5800000,23000000,16,361,10100000,23000000,2800000,1,3.965516557669559,35900000,0.6406685058309608,483333.3333333333,1437500.0,2.9741317776583913
1,0,0,1800000,5400000,4,415,2000000,5600000,1800000,0,2.9999983333342595,9400000,0.5744680239927634,150000.0,1350000.0,8.999940000399997
5,0,1,4300000,13800000,18,618,800000,14000000,2400000,0,3.209301579232191,17200000,0.8023255347485154,358333.3333333333,766666.6666666666,2.1395289129425685
4,0,0,8000000,27100000,8,524,10900000,25600000,8400000,1,3.387499576562553,44900000,0.6035634609451345,666666.6666666666,3387500.0,5.081242378136433
0,1,0,1100000,4100000,18,887,1300000,2600000,1300000,0,3.7272693388460554,5200000,0.7884613868343486,91666.66666666667,227777.77777777778,2.4848213777061825
2,1,1,8800000,31100000,12,729,2400000,21900000,9400000,0,3.534090507489715,33700000,0.9228486373041948,733333.3333333334,2591666.6666666665,3.5340860898826043
4,0,0,4800000,18600000,14,774,5800000,12700000,6500000,0,3.8749991927085015,25000000,0.7439999702400012,400000.0,1328571.4285714286,3.321420267877902
0,1,1,200000,700000,20,724,0,500000,300000,0,3.4999825000874996,800000,0.8749989062513672,16666.666666666668,35000.0,2.099874007559546
5,0,1,1400000,2700000,16,320,2500000,2700000,2000000,1,1.9285700510213921,7200000,0.3749999479166739,116666.66666666667,168750.0,1.446416173575655
5,0,0,2500000,6400000,16,590,3900000,5800000,3500000,0,2.5599989760004096,13200000,0.4848484481175418,208333.33333333334,400000.0,1.9199907840442365
5,0,0,8100000,25300000,8,796,12600000,21500000,7800000,0,3.123456404511555,41900000,0.6038186013408449,675000.0,3162500.0,4.685178244180379
0,0,1,6100000,19200000,6,890,5900000,16700000,7600000,0,3.147540467616317,30200000,0.6357615683522659,508333.3333333333,3200000.0,6.295069583469672
0,1,1,2000000,4600000,16,651,2400000,7200000,1600000,0,2.299998850000575,11200000,0.4107142490433706,166666.66666666666,287500.0,1.7249896500620998
4,1,0,4800000,10100000,12,634,300000,15000000,6900000,0,2.1041662282987024,22200000,0.45495493446148944,400000.0,841666.6666666666,2.104161406263151
4,0,1,900000,2800000,2,660,1400000,2400000,900000,0,3.1111076543248286,4700000,0.5957445540969034,75000.0,1400000.0,18.666417781096253
4,1,0,1300000,3500000,12,512,1400000,3200000,700000,1,2.692305621303368,5300000,0.6603772338910879,108333.33333333333,291666.6666666667,2.6922828404660883
4,1,1,4200000,9100000,2,900,5300000,10900000,5900000,0,2.1666661507937737,22100000,0.41176468725046667,350000.0,4550000.0,12.99996285724898
2,0,1,3300000,11100000,20,823,1500000,11700000,2900000,0,3.363635344352926,16100000,0.6894409509664006,275000.0,555000.0,2.0181744793655296
2,1,1,8700000,28400000,12,880,1800000,19400000,4400000,0,3.264367440877306,25600000,1.1093749566650408,725000.0,2366666.6666666665,3.264363313521866
1,1,1,800000,2600000,2,439,0,1800000,400000,0,3.249995937505078,2200000,1.1818176446283433,66666.66666666667,1300000.0,19.499707504387434
5,0,1,7400000,17100000,2,441,1600000,20600000,10800000,1,2.310810498539122,33000000,0.5181818024793393,616666.6666666666,8550000.0,13.864842381336679
3,1,0,6900000,18500000,6,360,0,18800000,9600000,1,2.6811590317160823,28400000,0.6514084277673089,575000.0,3083333.3333333335,5.362309514824032
1,0,1,8800000,33700000,14,561,7100000,25700000,11900000,0,3.8295450193698843,44700000,0.7539149719482109,733333.3333333334,2407142.8571428573,3.2824630563815465
2,0,1,8600000,32500000,4,758,600000,18000000,6900000,0,3.7790693280151944,25500000,1.274509753940794,716666.6666666666,8125000.0,11.337193482985839
2,0,0,5400000,20600000,18,621,2200000,11600000,5500000,0,3.8148141083677576,19300000,1.0673574576498726,450000.0,1144444.4444444445,2.5432042249782656
4,0,1,2900000,5900000,18,621,3100000,8500000,3500000,0,2.0344820570751527,15100000,0.3907284509451357,241666.66666666666,327777.77777777775,1.3563162267374524
3,0,0,9800000,21000000,12,342,16600000,26900000,7000000,1,2.142856924198273,50500000,0.4158415759239292,816666.6666666666,1750000.0,2.1428545189536505
4,0,0,3300000,10800000,4,552,900000,8600000,3300000,0,3.272726280992036,12800000,0.8437499340820364,275000.0,2700000.0,9.818146115832306
0,1,0,300000,500000,18,376,0,800000,300000,1,1.6666611111296297,1100000,0.4545450413226897,25000.0,27777.777777777777,1.1110666684443733
0,0,0,1500000,4300000,12,801,2200000,3300000,1100000,0,2.8666647555568296,6600000,0.6515150528007496,125000.0,358333.3333333333,2.8666437335167982
3,1,1,5400000,16300000,4,512,3400000,13100000,6000000,0,3.0185179595337113,22500000,0.724444412246915,450000.0,4075000.0,9.055535432143484
0,0,0,6600000,15200000,18,497,6900000,14500000,9300000,1,2.303029954086371,30700000,0.4951139903871664,550000.0,844444.4444444445,1.5353507438067284
0,0,0,5700000,17200000,8,386,7100000,14400000,2900000,1,3.017543330255556,24400000,0.7049180038968031,475000.0,2150000.0,4.526306260407873
3,1,1,8500000,26100000,2,683,10400000,24100000,5700000,0,3.0705878740484853,40200000,0.6492537151926937,708333.3333333334,13050000.0,18.423503402112843
0,0,0,7400000,24100000,16,779,2900000,28900000,4900000,0,3.2567563166545517,36700000,0.6566757314257294,616666.6666666666,1506250.0,2.442563606653611
